source_id,latitude,latitude_errors,longitude,longitude_errors,depth,depth_errors,depth_type,origin_evaluation_mode,origievaluation_status,time,region,mag,mag_errors,magnitude_type,creation_info,evaluation_mode,evaluation_status,station_network_code,station_code,trace_channel,station_location_code,trace_sampling_rate_hz,trace_start_time,trace_Peak_M2.4_time,trace_Peak_M2.4_arrival_sample,trace_noise_start_time,trace_noise_start_arrival_sample,trace_Sg_time,trace_Sg_arrival_sample,trace_start_arrival_sample,trace_S_spectral_start_time,trace_S_spectral_start_arrival_sample,trace_S_spectral_end_time,trace_S_spectral_end_arrival_sample,trace_noise_end_time,trace_noise_end_arrival_sample,trace_P_spectral_end_time,trace_P_spectral_end_arrival_sample,trace_Pg_time,trace_Pg_arrival_sample,trace_end_time,trace_end_arrival_sample,trace_P_spectral_start_time,trace_P_spectral_start_arrival_sample,trace_name,trace_y1_time,trace_y1_arrival_sample,trace_y2_time,trace_y2_arrival_sample,trace_Peak_MbS_time,trace_Peak_MbS_arrival_sample,trace_Peak_MbP_time,trace_Peak_MbP_arrival_sample,trace_x1_time,trace_x1_arrival_sample,trace_y3_time,trace_y3_arrival_sample,trace_x3_time,trace_x3_arrival_sample,trace_x2_time,trace_x2_arrival_sample
smi:insight.mqs/mqs2021ncvp,4.5024,,135.6234,,,,,manual,reviewed,2021-07-06T13:08:26.325200Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2021-07-06T13:13:26.325298Z,2021-07-06T13:20:08.442015Z,14544,2021-07-06T13:08:01.183038Z,0,2021-07-06T13:18:08.291487Z,12141.0,6502,2021-07-06T13:18:13.578353Z,12247,2021-07-06T13:22:26.466778Z,17304,2021-07-06T13:11:56.448576Z,4704,2021-07-06T13:16:52.513074Z,10625,2021-07-06T13:14:27.124258Z,7718.0,2021-07-06T13:27:13.719832Z,23050,2021-07-06T13:14:34.173412Z,7859,"bucket1$84,:3,:23050",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021neqq,4.5024,,135.6234,,,,,manual,reviewed,2021-07-07T12:54:59.390500Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2021-07-07T12:59:59.390526Z,2021-07-07T13:05:18.467238Z,14174,2021-07-07T12:53:29.702609Z,0,2021-07-07T13:05:00.048067Z,13806.0,7793,2021-07-07T13:06:40.939859Z,15824,2021-07-07T13:09:07.232958Z,18750,2021-07-07T12:55:57.088122Z,2947,2021-07-07T13:03:25.209782Z,11909,2021-07-07T13:00:18.559966Z,8176.0,2021-07-07T13:12:37.823373Z,22962,2021-07-07T13:00:24.613474Z,8297,"bucket1$85,:3,:22962",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021ngug,4.5024,,135.6234,,,,,manual,reviewed,2021-07-08T17:01:10.402200Z,,1.5,,MW,,,,XB,ELYSE,BH,02,100,2021-07-08T17:06:10.402251Z,2021-07-08T17:10:47.027974Z,12625,2021-07-08T17:00:15.745488Z,0,2021-07-08T17:09:59.994218Z,11684.0,7092,2021-07-08T17:10:23.852900Z,12161,2021-07-08T17:15:15.236296Z,17989,2021-07-08T17:03:10.132752Z,3487,2021-07-08T17:09:19.650298Z,10877,2021-07-08T17:06:32.402307Z,7532.0,2021-07-08T17:19:27.793530Z,23040,2021-07-08T17:06:54.382059Z,7972,"bucket1$86,:3,:23041",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021nkeu,4.5024,,135.6234,,,,,manual,reviewed,2021-07-10T13:45:04.999500Z,,1.9,,MW,,,,XB,ELYSE,BH,02,100,2021-07-10T13:50:04.999547Z,2021-07-10T13:58:01.734970Z,14952,2021-07-10T13:45:34.108068Z,0,2021-07-10T13:54:49.613398Z,11109.0,5417,2021-07-10T13:55:00.658114Z,11330,2021-07-10T13:56:34.712586Z,13211,2021-07-10T13:49:23.019313Z,4577,2021-07-10T13:52:44.183740Z,8601,2021-07-10T13:50:25.389793Z,5825.0,2021-07-10T14:03:38.968492Z,21696,2021-07-10T13:50:51.809129Z,6353,"bucket1$87,:3,:21697",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021nkiz,4.5024,,135.6234,,,,,manual,reviewed,2021-07-10T15:51:21.496100Z,,1.9,,MW,,,,XB,ELYSE,BH,02,100,2021-07-10T15:56:21.496185Z,2021-07-10T16:02:28.254050Z,24913,2021-07-10T15:41:42.566124Z,0,2021-07-10T16:01:15.667495Z,23461.0,17577,2021-07-10T16:01:59.648994Z,24340,2021-07-10T16:03:21.571156Z,25979,2021-07-10T15:46:26.625484Z,5680,2021-07-10T15:58:30.736411Z,20162,2021-07-10T15:57:21.047220Z,18768.0,2021-07-10T16:11:49.295776Z,36133,2021-07-10T15:57:25.693166Z,18861,"bucket6$23,:3,:36134",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021nkxb,4.5024,,135.6234,,,,,manual,reviewed,2021-07-10T22:58:08.833500Z,,1.8,,MW,,,,XB,ELYSE,BH,02,100,2021-07-10T23:03:08.833572Z,2021-07-10T23:08:49.358968Z,11811,2021-07-10T22:58:58.751301Z,0,2021-07-10T23:07:16.741214Z,9959.0,5001,2021-07-10T23:07:24.292008Z,10110,2021-07-10T23:11:15.762017Z,14739,2021-07-10T23:02:42.738031Z,4479,2021-07-10T23:05:23.880841Z,7702,2021-07-10T23:03:28.405228Z,5392.0,2021-07-10T23:14:00.702594Z,18038,2021-07-10T23:04:20.752656Z,6439,"bucket8$38,:3,:18039",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021nmho,4.5024,,135.6234,,,,,manual,reviewed,2021-07-11T17:24:09.016000Z,,1.8,,MW,,,,XB,ELYSE,BH,02,100,2021-07-11T17:29:09.016052Z,2021-07-11T17:34:44.001396Z,11262,2021-07-11T17:25:20.870551Z,0,2021-07-11T17:34:22.622131Z,10834.0,4562,2021-07-11T17:34:29.088236Z,10964,2021-07-11T17:37:55.356977Z,15089,2021-07-11T17:28:02.057529Z,3223,2021-07-11T17:33:18.607694Z,9554,2021-07-11T17:30:09.150826Z,5765.0,2021-07-11T17:42:34.046090Z,20663,2021-07-11T17:30:36.796946Z,6318,"bucket1$88,:3,:20664",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021nnyr,4.5024,,135.6234,,,,,manual,reviewed,2021-07-12T15:12:27.338900Z,,2.3,,MW,,,,XB,ELYSE,BH,02,100,2021-07-12T15:17:27.338932Z,2021-07-12T15:18:58.721895Z,4124,2021-07-12T15:15:32.471471Z,0,2021-07-12T15:22:08.046981Z,7910.0,2296,2021-07-12T15:22:35.876593Z,8467,2021-07-12T15:25:16.470458Z,11679,2021-07-12T15:17:11.897898Z,1987,2021-07-12T15:20:41.829471Z,6186,2021-07-12T15:17:32.339037Z,2396.0,2021-07-12T15:41:38.479819Z,31319,2021-07-12T15:18:38.148743Z,3712,"bucket3$61,:3,:31320",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021nocm,4.5024,,135.6234,,,,,manual,reviewed,2021-07-12T17:07:14.944100Z,,2.1,,MW,,,,XB,ELYSE,BH,02,100,2021-07-12T17:12:14.944102Z,2021-07-12T17:18:23.633169Z,10507,2021-07-12T17:09:38.199517Z,0,2021-07-12T17:17:16.217002Z,9159.0,3134,2021-07-12T17:18:15.018003Z,10335,2021-07-12T17:20:40.121977Z,13237,2021-07-12T17:11:52.572509Z,2686,2021-07-12T17:15:54.158339Z,7518,2021-07-12T17:12:24.424634Z,3323.0,2021-07-12T17:31:39.220526Z,26419,2021-07-12T17:13:14.187889Z,4318,"bucket5$103,:3,:26420",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021nohm,4.5024,,135.6234,,,,,manual,reviewed,2021-07-12T19:39:13.846400Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2021-07-12T19:44:13.846448Z,2021-07-12T19:49:39.164849Z,12378,2021-07-12T19:39:20.213518Z,0,2021-07-12T19:48:57.491525Z,11544.0,5871,2021-07-12T19:49:22.768787Z,12050,2021-07-12T19:52:02.630389Z,15247,2021-07-12T19:42:10.322658Z,3401,2021-07-12T19:46:38.808169Z,8770,2021-07-12T19:44:23.612898Z,6067.0,2021-07-12T19:58:14.780263Z,22690,2021-07-12T19:44:42.669399Z,6448,"bucket1$89,:3,:22691",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021nqdw,4.5024,,135.6234,,,,,manual,reviewed,2021-07-13T20:05:46.465900Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2021-07-13T20:10:46.465915Z,2021-07-13T20:18:21.471204Z,13695,2021-07-13T20:06:56.680624Z,0,2021-07-13T20:16:14.328717Z,11152.0,4595,2021-07-13T20:16:17.271830Z,11211,2021-07-13T20:19:46.232862Z,15390,2021-07-13T20:08:15.981573Z,1585,2021-07-13T20:14:38.383229Z,9233,2021-07-13T20:11:45.916800Z,5784.0,2021-07-13T20:22:39.176958Z,18849,2021-07-13T20:11:54.157517Z,5949,"bucket8$39,:3,:18850",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021nrqy,4.5024,,135.6234,,,,,manual,reviewed,2021-07-14T15:49:55.279800Z,,1.9,,MW,,,,XB,ELYSE,BH,02,100,2021-07-14T15:54:55.279870Z,2021-07-14T16:01:09.289821Z,14607,2021-07-14T15:48:58.897298Z,0,2021-07-14T15:58:23.077334Z,11283.0,7127,2021-07-14T15:58:44.407537Z,11710,2021-07-14T16:02:31.470991Z,16251,2021-07-14T15:52:11.531041Z,3852,2021-07-14T15:56:58.444592Z,9590,2021-07-14T15:55:16.610073Z,7554.0,2021-07-14T16:11:10.286264Z,26627,2021-07-14T15:55:26.931139Z,7760,"bucket5$104,:3,:26628",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021nrtv,4.5024,,135.6234,,,,,manual,reviewed,2021-07-14T17:17:43.442300Z,,1.9,,MW,,,,XB,ELYSE,BH,02,100,2021-07-14T17:22:43.442388Z,2021-07-14T17:30:28.247322Z,14305,2021-07-14T17:18:32.944045Z,0,2021-07-14T17:27:52.477054Z,11190.0,5009,2021-07-14T17:28:54.107899Z,12423,2021-07-14T17:32:01.641756Z,16173,2021-07-14T17:21:50.691958Z,3954,2021-07-14T17:26:08.585058Z,9112,2021-07-14T17:23:03.692522Z,5414.0,2021-07-14T17:36:20.491306Z,21350,2021-07-14T17:24:02.682046Z,6594,"bucket1$90,:3,:21351",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021nttx,4.5024,,135.6234,,,,,manual,reviewed,2021-07-15T19:34:31.880100Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2021-07-15T19:39:31.880108Z,2021-07-15T19:44:32.157443Z,13155,2021-07-15T19:33:34.366423Z,0,2021-07-15T19:44:04.563870Z,12603.0,7150,2021-07-15T19:44:16.372208Z,12840,2021-07-15T19:46:54.268933Z,15997,2021-07-15T19:35:52.135905Z,2755,2021-07-15T19:42:31.667402Z,10745,2021-07-15T19:39:41.965929Z,7351.0,2021-07-15T19:53:52.248643Z,24357,2021-07-15T19:40:23.309856Z,8178,"bucket5$105,:3,:24358",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021nvmu,4.5024,,135.6234,,,,,manual,reviewed,2021-07-16T18:16:31.878300Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2021-07-16T18:21:31.878387Z,2021-07-16T18:27:29.881917Z,13741,2021-07-16T18:16:02.773926Z,0,2021-07-16T18:26:11.447176Z,12172.0,6581,2021-07-16T18:26:14.783461Z,12239,2021-07-16T18:30:50.448305Z,17752,2021-07-16T18:19:06.372284Z,3671,2021-07-16T18:25:29.023711Z,11324,2021-07-16T18:22:31.702853Z,7778.0,2021-07-16T18:34:47.775782Z,22499,2021-07-16T18:22:33.529326Z,7814,"bucket1$91,:3,:22500",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021nvrq,4.5024,,135.6234,,,,,manual,reviewed,2021-07-16T20:44:12.166500Z,,1.8,,MW,,,,XB,ELYSE,BH,02,100,2021-07-16T20:49:12.166545Z,2021-07-16T20:54:52.223898Z,20100,2021-07-16T20:38:07.139999Z,0,2021-07-16T20:53:01.441377Z,17885.0,13299,2021-07-16T20:53:24.135017Z,18339,2021-07-16T20:55:34.807928Z,20952,2021-07-16T20:40:45.896346Z,3174,2021-07-16T20:52:00.895115Z,16674,2021-07-16T20:49:22.691663Z,13510.0,2021-07-16T21:02:44.205967Z,29540,2021-07-16T20:49:24.349289Z,13543,"bucket3$62,:3,:29541",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021nvsf,4.5024,,135.6234,,,,,manual,reviewed,2021-07-16T21:01:01.905400Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2021-07-16T21:06:01.905448Z,2021-07-16T21:11:08.876585Z,6138,2021-07-16T21:24:50.607456Z,22573,2021-07-16T21:10:28.224080Z,5325.0,0,2021-07-16T21:10:33.365425Z,5428,2021-07-16T21:15:40.760295Z,11576,2021-07-16T21:27:05.694835Z,25275,2021-07-16T21:09:18.464985Z,3930,2021-07-16T21:06:23.148533Z,424.0,2021-07-16T21:23:37.438818Z,21110,2021-07-16T21:07:28.928503Z,1739,"bucket5$106,:3,:25275",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021nxmk,4.5024,,135.6234,,,,,manual,reviewed,2021-07-17T20:20:50.598700Z,,1.8,,MW,,,,XB,ELYSE,BH,02,100,2021-07-17T20:25:50.598728Z,2021-07-17T20:32:22.060458Z,12850,2021-07-17T20:21:39.499019Z,0,2021-07-17T20:31:14.894816Z,11507.0,5021,2021-07-17T20:32:26.385008Z,12937,2021-07-17T20:36:53.696160Z,18283,2021-07-17T20:23:37.234741Z,2354,2021-07-17T20:29:25.069304Z,9310,2021-07-17T20:26:11.320523Z,5435.0,2021-07-17T20:41:58.880807Z,24387,2021-07-17T20:27:45.604689Z,7321,"bucket5$107,:3,:24387",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021obga,4.5024,,135.6234,,,,,manual,reviewed,2021-07-19T21:40:39.873000Z,,2.0,,MW,,,,XB,ELYSE,BH,02,100,2021-07-19T21:45:39.873077Z,2021-07-19T21:52:30.727555Z,29920,2021-07-19T21:27:34.674797Z,0,2021-07-19T21:50:00.678716Z,26919.0,21703,2021-07-19T21:50:32.307246Z,27551,2021-07-19T21:54:14.752244Z,32000,2021-07-19T21:33:46.633218Z,7438,2021-07-19T21:48:28.522905Z,25076,2021-07-19T21:46:05.211859Z,22210.0,2021-07-19T22:07:02.554438Z,47356,2021-07-19T21:46:07.748338Z,22260,"bucket0$14,:3,:47357",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021oblg,4.5024,,135.6234,,,,,manual,reviewed,2021-07-20T00:19:23.254000Z,,1.8,,MW,,,,XB,ELYSE,BH,02,100,2021-07-20T00:24:23.254067Z,2021-07-20T00:29:51.820240Z,17177,2021-07-20T00:15:32.936923Z,0,2021-07-20T00:28:22.481089Z,15390.0,10606,2021-07-20T00:28:41.124273Z,15763,2021-07-20T00:31:01.828270Z,18577,2021-07-20T00:18:28.151470Z,3503,2021-07-20T00:28:07.371459Z,15088,2021-07-20T00:24:43.979754Z,11020.0,2021-07-20T00:37:28.870064Z,26318,2021-07-20T00:26:49.811803Z,13537,"bucket5$108,:3,:26319",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021obmi,4.5024,,135.6234,,,,,manual,reviewed,2021-07-20T00:52:13.627500Z,,2.1,,MW,,,,XB,ELYSE,BH,02,100,2021-07-20T00:57:13.627543Z,2021-07-20T01:02:27.423748Z,18450,2021-07-20T00:47:04.913090Z,0,2021-07-20T01:01:28.768054Z,17277.0,12174,2021-07-20T01:02:31.177712Z,18525,2021-07-20T01:03:36.887734Z,19839,2021-07-20T00:50:06.441674Z,3630,2021-07-20T01:00:39.966517Z,16301,2021-07-20T00:57:34.145279Z,12584.0,2021-07-20T01:12:32.409712Z,30549,2021-07-20T00:59:19.725528Z,14696,"bucket3$63,:3,:30550",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021ofsf,4.5024,,135.6234,,,,,manual,reviewed,2021-07-22T08:22:42.737000Z,,1.8,,MW,,,,XB,ELYSE,BH,02,100,2021-07-22T08:27:42.737064Z,2021-07-22T08:33:32.214494Z,26938,2021-07-22T08:11:05.285871Z,0,2021-07-22T08:32:36.889306Z,25831.0,19948,2021-07-22T08:33:08.400584Z,26462,2021-07-22T08:37:25.243548Z,31598,2021-07-22T08:14:45.060584Z,4395,2021-07-22T08:31:30.502942Z,24504,2021-07-22T08:28:46.023296Z,21214.0,2021-07-22T08:46:45.082450Z,42795,2021-07-22T08:29:30.611152Z,22106,"bucket0$15,:3,:42796",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021ogyh,4.5024,,135.6234,,,,,manual,reviewed,2021-07-23T00:35:33.757100Z,,2.2,,MW,,,,XB,ELYSE,BH,02,100,2021-07-23T00:40:33.757199Z,2021-07-23T00:45:36.527350Z,17497,2021-07-23T00:31:01.636991Z,0,2021-07-23T00:45:13.151506Z,17029.0,11441,2021-07-23T00:45:19.534673Z,17157,2021-07-23T00:50:11.883735Z,23004,2021-07-23T00:34:57.781039Z,4722,2021-07-23T00:44:55.278638Z,16672,2021-07-23T00:40:53.806495Z,11842.0,2021-07-23T00:59:40.375037Z,34374,2021-07-23T00:42:25.912523Z,13684,"bucket6$24,:3,:34375",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021ohaa,4.5024,,135.6234,,,,,manual,reviewed,2021-07-23T01:27:33.492000Z,,2.1,,MW,,,,XB,ELYSE,BH,02,100,2021-07-23T01:32:33.492005Z,2021-07-23T01:37:45.455490Z,12207,2021-07-23T01:27:35.040324Z,0,2021-07-23T01:36:40.043279Z,10899.0,5968,2021-07-23T01:36:44.979900Z,10997,2021-07-23T01:39:14.065853Z,13979,2021-07-23T01:32:13.465747Z,5567,2021-07-23T01:36:32.144685Z,10741,2021-07-23T01:32:53.293111Z,6364.0,2021-07-23T01:49:36.897626Z,26436,2021-07-23T01:33:11.038708Z,6719,"bucket5$109,:3,:26437",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021okol,4.5024,,135.6234,,,,,manual,reviewed,2021-07-25T00:09:12.943400Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2021-07-25T00:14:12.943402Z,2021-07-25T00:20:17.723650Z,22330,2021-07-25T00:01:41.177911Z,0,2021-07-25T00:18:59.346853Z,20763.0,15035,2021-07-25T00:19:19.985578Z,21175,2021-07-25T00:22:51.109346Z,25398,2021-07-25T00:04:14.183338Z,3059,2021-07-25T00:17:52.215023Z,19420,2021-07-25T00:14:33.195191Z,15440.0,2021-07-25T00:32:00.341202Z,36383,2021-07-25T00:15:50.047899Z,16977,"bucket6$25,:3,:36383",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021omjq,4.5024,,135.6234,,,,,manual,reviewed,2021-07-25T23:59:56.310600Z,,2.1,,MW,,,,XB,ELYSE,BH,02,100,2021-07-26T00:04:56.310642Z,2021-07-26T00:11:20.552828Z,24492,2021-07-25T23:50:55.902599Z,0,2021-07-26T00:09:09.701646Z,21875.0,16807,2021-07-26T00:09:31.888834Z,22319,2021-07-26T00:14:15.202161Z,27985,2021-07-25T23:54:36.813742Z,4417,2021-07-26T00:08:21.913856Z,20919,2021-07-26T00:05:06.317929Z,17007.0,2021-07-26T00:19:44.851786Z,34578,2021-07-26T00:05:32.949884Z,17540,"bucket6$26,:3,:34579",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021omqb,4.5024,,135.6234,,,,,manual,reviewed,2021-07-26T03:15:07.070400Z,,1.8,,MW,,,,XB,ELYSE,BH,02,100,2021-07-26T03:20:07.070422Z,2021-07-26T03:25:06.615736Z,23731,2021-07-26T03:05:20.033426Z,0,2021-07-26T03:24:35.782039Z,23114.0,17740,2021-07-26T03:24:45.708973Z,23312,2021-07-26T03:29:00.500294Z,28408,2021-07-26T03:09:20.776686Z,4814,2021-07-26T03:23:53.868315Z,22276,2021-07-26T03:20:24.299696Z,18084.0,2021-07-26T03:36:12.771024Z,37054,2021-07-26T03:21:58.054078Z,19959,"bucket6$27,:3,:37055",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021oqeo,4.5024,,135.6234,,,,,manual,reviewed,2021-07-28T01:59:05.283100Z,,2.2,,MW,,,,XB,ELYSE,BH,02,100,2021-07-28T02:04:05.283134Z,2021-07-28T02:09:43.753925Z,14512,2021-07-28T01:57:38.084874Z,0,2021-07-28T02:09:17.967360Z,13997.0,7743,2021-07-28T02:09:32.295908Z,14283,2021-07-28T02:14:18.158480Z,20000,2021-07-28T02:00:40.332041Z,3644,2021-07-28T02:08:04.304519Z,12523,2021-07-28T02:04:25.182152Z,8141.0,2021-07-28T02:19:59.179832Z,26821,2021-07-28T02:04:30.235916Z,8242,"bucket5$110,:3,:26822",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021osaw,4.5024,,135.6234,,,,,manual,reviewed,2021-07-29T02:22:52.669800Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2021-07-29T02:27:52.669875Z,2021-07-29T02:32:38.551861Z,10238,2021-07-29T02:24:06.612923Z,0,2021-07-29T02:31:34.094241Z,8949.0,4520,2021-07-29T02:31:37.622480Z,9019,2021-07-29T02:35:38.326802Z,13833,2021-07-29T02:26:42.894053Z,3125,2021-07-29T02:31:04.300221Z,8353,2021-07-29T02:28:12.940147Z,4926.0,2021-07-29T02:42:39.000035Z,22247,2021-07-29T02:28:24.353375Z,5154,"bucket1$92,:3,:22248",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021oust,4.5024,,135.6234,,,,,manual,reviewed,2021-07-30T13:41:28.505300Z,,1.8,,MW,,,,XB,ELYSE,BH,02,100,2021-07-30T13:46:28.505373Z,2021-07-30T13:56:04.660545Z,28246,2021-07-30T13:32:32.297172Z,0,2021-07-30T13:52:20.006605Z,23753.0,16723,2021-07-30T13:52:46.715680Z,24287,2021-07-30T13:57:37.031719Z,30094,2021-07-30T13:36:16.782595Z,4489,2021-07-30T13:50:58.718114Z,22127,2021-07-30T13:46:47.212492Z,17097.0,2021-07-30T14:00:56.515677Z,34083,2021-07-30T13:47:12.271603Z,17598,"bucket3$64,:3,:34084",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021oxum,4.5024,,135.6234,,,,,manual,reviewed,2021-08-01T05:57:30.989600Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2021-08-01T06:02:30.989634Z,2021-08-01T06:08:29.928617Z,10866,2021-08-01T05:59:26.594426Z,0,2021-08-01T06:07:55.292945Z,10173.0,3687,2021-08-01T06:07:54.555375Z,10158,2021-08-01T06:11:55.740729Z,14982,2021-08-01T06:02:12.561051Z,3318,2021-08-01T06:06:03.919892Z,7945,2021-08-01T06:03:30.281596Z,4873.0,2021-08-01T06:17:36.288547Z,21793,2021-08-01T06:04:22.135247Z,5910,"bucket1$93,:3,:21794",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021ozmj,4.5024,,135.6234,,,,,manual,reviewed,2021-08-02T04:08:56.287200Z,,1.9,,MW,,,,XB,ELYSE,BH,02,100,2021-08-02T04:13:56.287223Z,2021-08-02T04:19:10.966697Z,11937,2021-08-02T04:09:14.046401Z,0,2021-08-02T04:18:21.139121Z,10940.0,5643,2021-08-02T04:20:16.453105Z,13247,2021-08-02T04:22:56.010924Z,16438,2021-08-02T04:13:42.393643Z,5365,2021-08-02T04:16:00.193577Z,8121,2021-08-02T04:14:16.239240Z,6042.0,2021-08-02T04:26:10.225296Z,20322,2021-08-02T04:14:19.865554Z,6115,"bucket1$94,:3,:20323",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021ozny,4.5024,,135.6234,,,,,manual,reviewed,2021-08-02T04:56:13.831500Z,,2.1,,MW,,,,XB,ELYSE,BH,02,100,2021-08-02T05:01:13.831575Z,2021-08-02T05:09:37.806117Z,15704,2021-08-02T04:56:32.574655Z,0,2021-08-02T05:07:46.778967Z,13483.0,5624,2021-08-02T05:07:50.840439Z,13564,2021-08-02T05:12:57.481558Z,19697,2021-08-02T05:00:49.462744Z,5137,2021-08-02T05:06:42.810787Z,12204,2021-08-02T05:02:12.722915Z,6802.0,2021-08-02T05:19:54.808863Z,28044,2021-08-02T05:02:17.799754Z,6903,"bucket5$111,:3,:28045",,,,,,,,,,,,,,,,
smi:insight.mqs/Event/20210807-163227/aa50b1b1,4.5024,,135.6234,,,,,manual,reviewed,2021-08-04T05:44:36.662400Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2021-08-04T05:49:36.662449Z,2021-08-04T05:56:48.298834Z,22483,2021-08-04T05:38:04.095043Z,0,2021-08-04T05:55:25.873927Z,20834.0,13850,2021-08-04T05:55:48.484742Z,21286,2021-08-04T05:59:40.873675Z,25934,2021-08-04T05:41:15.023367Z,3817,2021-08-04T05:54:11.760700Z,19352,2021-08-04T05:50:35.701800Z,15031.0,2021-08-04T06:05:10.195920Z,32521,2021-08-04T05:51:17.154961Z,15860,"bucket3$65,:3,:32522",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021pdpe,4.5024,,135.6234,,,,,manual,reviewed,2021-08-04T10:06:54.462000Z,,1.9,,MW,,,,XB,ELYSE,BH,02,100,2021-08-04T10:11:54.462017Z,2021-08-04T10:20:03.806775Z,21229,2021-08-04T10:02:22.313473Z,0,2021-08-04T10:18:31.304899Z,19379.0,11442,2021-08-04T10:18:53.261077Z,19818,2021-08-04T10:23:03.317557Z,24819,2021-08-04T10:05:01.722552Z,3187,2021-08-04T10:16:06.150162Z,16476,2021-08-04T10:12:52.921003Z,12611.0,2021-08-04T10:32:46.746108Z,36488,2021-08-04T10:13:48.314151Z,13719,"bucket6$28,:3,:36488",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021pfen,4.5024,,135.6234,,,,,manual,reviewed,2021-08-05T07:00:20.785600Z,,1.6,,MW,,,,XB,ELYSE,BH,02,100,2021-08-05T07:05:20.785657Z,2021-08-05T07:11:07.798613Z,14008,2021-08-05T06:59:27.374714Z,0,2021-08-05T07:08:54.927446Z,11350.0,7067,2021-08-05T07:09:38.104042Z,12214,2021-08-05T07:13:29.533350Z,16842,2021-08-05T07:01:03.972154Z,1931,2021-08-05T07:08:00.987001Z,10272,2021-08-05T07:05:41.845170Z,7489.0,2021-08-05T07:15:15.358583Z,18959,2021-08-05T07:05:57.697064Z,7806,"bucket8$40,:3,:18960",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2021pfix,4.5024,,135.6234,,,,,manual,reviewed,2021-08-05T09:12:43.304800Z,,1.6,,MW,,,,XB,ELYSE,BH,02,100,2021-08-05T09:17:43.304886Z,2021-08-05T09:24:22.729672Z,21080,2021-08-05T09:06:48.667234Z,0,2021-08-05T09:21:13.298483Z,17291.0,13091,2021-08-05T09:21:24.350778Z,17512,2021-08-05T09:24:32.239786Z,21270,2021-08-05T09:10:32.137736Z,4468,2021-08-05T09:20:43.740021Z,16700,2021-08-05T09:18:43.963991Z,14305.0,2021-08-05T09:30:11.519526Z,28056,2021-08-05T09:18:53.731135Z,14500,"bucket5$112,:3,:28057",,,,,,,,,,,,,,,,
